ID,Nume,Nr_Camere,Metri_Patrati,Pret,Localizare
9MM00HSHL1Q, Rose Residence - 2 Apartament 2 camere + loc de parcare Pipera Tunari 59 B  ,2 camere,58 mp utili,64.950 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
4MI00HKEFAI," Apartament 3 camere, Sebastian ",3 camere,75 mp utili,342.782 RON,"Bucuresti, Sector 5, zona Sebastian (13 Septembrie) "
80T00I5U8B0, Garsoniera Berceni - PROMOTIE (850euro/mp util) ,o cameră,30.28 mp utili,26.000 EUR,"Bucuresti, Sector 4, zona Berceni "
9F900I72VOP, 2 camere - Ansamblu lux - Strada Odei ,2 camere,47 mp utili,50.500 EUR,"Bucuresti, Sector 4, zona Berceni "
38B1000FV3S, Nordis Residence - Privighetorilor - Apartament 3 camere ,3 camere,72.71 mp utili,112.000 EUR + TVA,"Bucuresti, zona Iancu Nicolae (Pipera) "
55I00HSHAPU, Neofort Rezidential 33 - Apartament Decomandat- Zona Marriott ,2 camere,64.55 mp utili,77.460 EUR + TVA,"Bucuresti, Sector 5, zona Sebastian (13 Septembrie) "
80C00I05PJQ, Aviatiei Lidl ,2 camere,60.71 mp utili,102.100 EUR,"Bucuresti, Sector 1, zona Aviatiei "
6581000UGKJ, Bloc nou - 3 min metrou Mihai Bravu ,2 camere,69 mp utili,99.900 EUR,"Bucuresti, Sector 3, zona Vitan Mall (Vitan) "
78O00HF96EU, Berceni 3 camere la doar 200 metri metrou M2 ,3 camere,85 mp utili,85.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8EM10008RJ5, Direct Dezvoltator - Parcul Herastrau 3 camere .Finalizat 2018 ,3 camere,86.52 mp utili,191.941 EUR + TVA,"Bucuresti, zona Soseaua Nordului (Herastrau) "
5FH00H3NT0G, Vândut de Bancă Apartament de vânzare 5 camere ,5 camere,185.39 mp utili,285.000 EUR,"Bucuresti, Sector 1, zona Romana (Ultracentral) "
8D5100001E5," 3 CAM, NOU, DECOMANDAT, 2 BAI, CADASTRU, INTABULARE! RATB, SCOALA, MEGA IMAGE ",3 camere,75 mp utili,68.571 EUR + TVA,"Bucuresti, zona Colentina "
V0D00HVVRV1," Apartament 2 camere, Bulevardul Constantin Brancoveanu ",2 camere,56 mp utili,55.000 EUR,"Bucuresti, zona Brancoveanu (Berceni) "
85O00I6JCK9," Titan-Th.Pallady, 2 camere, 56.7 mp, nou, predare august 2018 ",2 camere,2 cam,62.350 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
V0B00H8PUN6," Militari - Langa METROU Lujerului Cora, bloc nou vanzare apartament 3 camere  ",3 camere,79 mp utili,98.000 EUR,"Bucuresti, Sector 6, zona Lujerului (Militari) "
2F71000FLOJ," SOAPTE DE ARTA, LUX SI DISCRETIE/ PENTHOUSE-DUPLEX P-TA ROSETTI ",5 camere,175.45 mp utili,550.000 EUR,"Bucuresti, zona Universitate (Ultracentral) "
9I6100015Q9, Vanzare Apartament UltraLux 5 Camere Central Unirii ,5 camere,185 mp utili,258.000 EUR,"Bucuresti, zona Unirii "
8RB100000A7, Apartament Decomandat la metrou Crangasi cu parcare la ADP ,2 camere,52 mp utili,71.000 EUR,"Bucuresti, zona Crangasi "
4VB1000FJEK, Studio Piata Unirii - Tip 1F5 ,o cameră,41 mp utili,85.800 EUR + TVA,"Bucuresti, zona Unirii "
9I61000163H, Vanzare Apartament 2 camere Mihai Bravu Anunţ nou ,2 camere,58 mp utili,100.000 EUR,"Bucuresti, zona Mihai Bravu "
78O00H73M0B, Apartament nou 2 camere Spiru Haret ,2 camere,55 mp utili,62.700 EUR,"Bucuresti, Sector 4, zona Berceni "
A1L00I6TM9D, [CREDIT] Apartament 2 camere tip studio - 52mp + 45mp gradina - Metrou ,2 camere,97 mp utili,50.300 EUR,"Bucuresti, Sector 4, zona Berceni "
85O00I6TD11," Titan-1 Decembrie 1918,garsoniera 33 mp,ansamblu rezidential nou,etaj 3 ",o cameră,31 mp utili,33.200 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
78O00H73MJK, Piata Sudului 3 camere bloc nou Lux ,3 camere,81 mp utili,91.500 EUR,"Bucuresti, Sector 4, zona Berceni "
A2I00I6G2CP," Metrou Pacii-2 camere, Militari. Proiect exclusivist! ",2 camere,58 mp utili,57.500 EUR,"Bucuresti, Sector 6, zona Militari "
7Q11000017G," Ap 2 cam 54mp,loc Parcare GRATUIT, bloc 3 Etaje, Auchan Militari ",2 camere,54.35 mp utili,48.000 EUR,"Bucuresti, zona Militari "
9F900I72UF8, 2 Camere decomandate - Ansamblu rezidential Lux ,2 camere,55 mp utili,59.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8VF00GQUT8O, Latin Residence - Apartament 2 camere - Lux - Proprietar ,2 camere,82.92 mp utili,65.000 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
9UQ00I0RH3G, 3 camere decomandat parcare inclusa bloc nou ,3 camere,105 mp utili,76.000 EUR,"Bucuresti, zona Prelungirea Ghencea (Ghencea) "
9UQ00I6884N, OFERTA 3 CAM 75000 EURO ,3 camere,102 mp utili,75.000 EUR,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea) "
80U00HVG58A, BERCENI-AP 2 CAMERE BLOC NOU LA 5 MINUTE DE METROU DIMITRIE L. ,2 camere,47 mp utili,44.999 EUR,"Bucuresti, Sector 4, zona Berceni "
9S710000ERN, Apartament 2 camere - Banu Manta - Titulescu - Petru Rares 12 - C0505 ,2 camere,61.97 mp utili,126.370 EUR,"Bucuresti, zona Titulescu (1 Mai) "
9R900HT19HC, **Comision 0%** **Noul proiect al dezvoltatorului Cortina Residence** **4City** ,2 camere,45.26 mp utili,58.850 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
5RI00H3O0P6, Apartament 3 camere  ,3 camere,77 mp utili,134.000 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
V0D00I4OGD4," PROPRIETAR, apartament deosebit Iancu Nicolae, 92.000 negociabil ",3 camere,82 mp utili,92.000 EUR,"Bucuresti, zona Iancu Nicolae (Pipera) "
58M100001JP, Vanzare apartament 2 camere decomandat 51 mp in Bucuresti str. Teiul Doamne.. ,2 camere,51 mp utili,72.000 EUR,"Bucuresti, zona Central "
4PG00ES6QNL," Parcul Herastrau PENTHOUSE in vila noua, 360 mp utili total ",6 camere,300 mp utili,292.000 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
9S710000ERF, Apartament 2 camere - Banu Manta - Titulescu - Petru Rares 12 - C0503 ,2 camere,55.97 mp utili,106.170 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
9VT00I0Q8HS, Apartament de vânzare 3 camere ,3 camere,91.8 mp utili,100.980 EUR,"Bucuresti, Sector 6, zona Militari "
8PT100001KF, Executare silită Apartament de vânzare 2 camere ,2 camere,54.46 mp utili,35.150 EUR,"Bucuresti, zona Stirbei Voda (Ultracentral) "
9TB00I1SU2L, Garsoniera Domenii - LUXURIA DOMENII Residence ,o cameră,37.3 mp utili,72.331 EUR + TVA,"Bucuresti, Sector 1, zona Domenii (1 Mai) "
94H1000012F, 4 camere Unirii - vedere libera ,4 camere,107 mp utili,216.000 EUR,"Bucuresti, zona Central "
8KC00HO6ACH, 2 cam Parter cu terasa 13 Septembrie ,2 camere,51.78 mp utili,86.700 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
9NM00HM9CLG, Vand apartamente noi 2 camere zona Theodor Pallady ,2 camere,56.82 mp utili,49.900 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
55I00HSHJG5, NEOFORT 20 AP 2 CAM Bucataria deschisa/inchisa DIRECT DEZVOLTATOR 2018 ,2 camere,48 mp utili,73.600 EUR,"Bucuresti, Sector 2, zona Stefan cel Mare "
17L1000614O, Vand ap 2 cam semidec-metrou Iancului ,2 camere,43 mp utili,52.000 EUR,"Bucuresti, zona Iancului "
5KO00HV0S8G,  VANZARE 2 CAMERE SPATIOS IN COMPLEX PALLADY TOWERS BY ANCHOR GRUP  ,2 camere,59 mp utili,69.500 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
A4110036I5J, Ap 2 camere FINALIZAT - te poti muta astazi! ,2 camere,57.55 mp utili,50.000 EUR,"Bucuresti, zona Militari "
8M600I4PCO4, UNICAT 2 camere tip Penthouse + Loc de Parcare Inclus ,2 camere,2 cam,79.900 EUR,"Bucuresti, Sector 4, zona Berceni "
9T300I2A006," Apartament 3 camere-Parcul Tineretului, 110 mp utili + 165 mp demisol ",4 camere,110 mp utili,235.000 EUR,"Bucuresti, Sector 4, zona Tineretului "
98O00H5FMAI, Apartament 3 camere T2 in Titan 4 Residence; ideal pt Prima Casa ,3 camere,68 mp utili,63.700 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
9841000FF0P," Stefan cel Mare - Polona apartament 5 camere, et.1/5, suprafata 220 mp ",5 camere,154 mp utili,286.000 EUR,"Bucuresti, zona Stefan cel Mare "
2G710008NHE, Apartament de vanzare cu 3 camere Tei Landmark ,3 camere,105.5 mp utili,183.000 EUR + TVA,"Bucuresti, zona Barbu Vacarescu (Floreasca) "
6VF00HJQJ4U, Apartament 2 camere Militari Tineretului ,2 camere,40 mp utili,39.900 EUR,"Bucuresti, Sector 6, zona Militari "
9OV00I56NRT, Metalurgiei - 3 camere 2 bai - bloc nou FINALIZAT - 62000EUR ,3 camere,73 mp utili,62.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
7US00I56B1R," Apartament 2 camere,Metrou Dimitrie Leonida ",2 camere,67 mp utili,56.500 EUR,"Bucuresti, Sector 4, zona Sud "
A2I00I6DGMN, Apartament 2 camere in bloc nou Theodor Pallady  ,2 camere,35.15 mp utili,33.393 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
80C00HOG6KO, Aviatiei- Lidl. Apartament cu gradina de 66 mp ,2 camere,62.42 mp utili,103.000 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
658100042CD, Garsoniera semidecomandata 5 minute Dristor ,o cameră,31 mp utili,48.000 EUR,"Bucuresti, Sector 3, zona Dristor "
2G71000B3P4, Apartament cu 3 camere de vanzare in zona Drumul Taberei ,3 camere,79.8 mp utili,92.000 EUR + TVA,"Bucuresti, zona Drumul Taberei "
99300I12UQ9, Apartamente noi finalizate in Fundeni - Atlantis One. ,2 camere,49.84 mp utili,62.000 EUR + TVA,"Bucuresti, Sector 2, zona Fundeni (Colentina) "
7SI00I24CA4, 200m METROU PACII***STRADAL*** ,2 camere,47 mp utili,58.500 EUR + TVA,"Bucuresti, Sector 6, zona Pacii (Militari) "
76E00I75S2I," Unirii, 2 camere, 64 mp, decomandat, bloc nou. ",2 camere,2 cam,78.500 EUR + TVA,"Bucuresti, Sector 5, zona Unirii "
76B00I3200I, Aparatorii Patriei - 2 camere - bloc nou - Prima Casa ,2 camere,54 mp utili,58.000 EUR,"Bucuresti, Sector 4, zona Berceni "
7VC100016NR, Apartament 3 camere Bulevardul Unirii stradal! ,3 camere,80 mp utili,140.000 EUR,"Bucuresti, zona Unirii "
9JS10000F12," Herastrau, Apartament 4 camere, Luminos, Complet Mobilat. ",4 camere,113 mp utili,279.800 EUR,"Bucuresti, zona Herastrau "
A1L00I6VTNH, Apartament 2 camere Brancoveanu-Luica PRIMA CASA ! ,2 camere,61 mp utili,62.000 EUR,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
9OQ00I4757V, Bloc nou apartament 3 camere de vanzare Piata muncii . ,3 camere,75 mp utili,135.000 EUR,"Bucuresti, Sector 3, zona Muncii "
78O00HV057M, Apartament 2 camere in Berceni la doar 8 minute de Metrou Dimitrie Leonida. ,2 camere,58 mp utili,57.000 EUR,"Bucuresti, Sector 4, zona Berceni "
7QH00I6C48E, 2 Camere- Nord-City!! OFERTA UNICA!! ,2 camere,66 mp utili,79.000 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
4MI00HKCDQP," Apartament decomandat 3 camere, Lujerului ",3 camere,Etaj 10/11,281.704 RON,"Bucuresti, Sector 6, zona Lujerului (Militari) "
A2I00I56FNL, De vanzare apartament 2 camere Metrou Pacii ,2 camere,62 mp utili,77.375 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
V0C00HJ864H," Apartament de vanzare 4 camere, nou finalizat, zona Dorobanti, ultimul etaj ",4 camere,120 mp utili,295.000 EUR,"Bucuresti, zona Dorobanti "
78O00I31V0Q," Metrou Aparatorii Patriei, 3 camere, Prima Casa, 63000 euro ",3 camere,73 mp utili,67.000 EUR,"Bucuresti, Sector 4, zona Berceni "
76F00I72MST, Apartartament - CURTE in PROPRIETATE! ,2 camere,52 mp utili,51.850 EUR,"Bucuresti, Sector 4, zona Berceni "
A2A00I3F0IJ, Apartament 3 camere AFI City Bucurestii Noi ,3 camere,69 mp utili,95.000 EUR + TVA,"Bucuresti, Sector 1, zona Bucurestii Noi "
80T00I41L60," 2 camere decomandat, 10 min. metrou Apartorii Patriei ",2 camere,50 mp utili,42.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
A2I00I68IIT," Metrou Pacii-2 camere, Militari. Proiect exclusivist! ",2 camere,62.3 mp utili,62.500 EUR,"Bucuresti, Sector 6, zona Militari "
9841000FRN1," Calea Calarasi - Hyperion garsoniera et.3/7, decomandata, investitie! ",o cameră,36 mp utili,70.000 EUR,"Bucuresti, zona Calea Calarasilor "
9LG00I1KH3B, Apartament 2 camere Metrou 1 Decembrie 1918 ,2 camere,49 mp utili,51.000 EUR,"Bucuresti, Sector 3, zona Ozana (Titan) "
9S710000ERE, Apartament 2 camere - Banu Manta - Titulescu - Petru Rares 12 - C0403 ,2 camere,55.97 mp utili,106.170 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
5LL1000027F, OCAZIE UNICA Vanzare apartament 5 camere avand curte proprie de 165 ml ,4 camere,120 mp utili,219.000 EUR,"Bucuresti, zona Victoriei (Ultracentral) "
A2I00I56LA4, Apartament 2 camere Pacii ,2 camere,61 mp utili,60.500 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
9JR00I78346," Apartament 3 camere, tip C – Tepes Voda Residence Anunţ nou ",3 camere,65.18 mp utili,108.020 EUR + TVA,"Bucuresti, Sector 2, zona Calea Calarasilor "
V0E00I78L3D, apartament doua camere + loc parcare subteran Anunţ nou ,2 camere,100 mp utili,165.000 EUR,"Bucuresti, zona Grozavesti (Militari) "
9MM00HLK8RR, Rose Residence - 2 Apartament 3 camere + loc de parcare Pipera Tunari 59 B  ,3 camere,88 mp utili,109.000 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
70O100007CS," Apartament 3 camere in vila, etajul 1/S+P+1+Pod, zona Eminescu ",3 camere,92 mp utili,88.000 EUR,"Bucuresti, zona Eminescu (Dacia) "
8EM10009GN1, Direct Dezvoltator - Apartament in Herastrau.Finalizat 2018 ,2 camere,54.05 mp utili,125.000 EUR,"Bucuresti, zona Soseaua Nordului (Herastrau) "
93I00I565VL, APARTAMENT 3 CAMERE TIP C11 ,3 camere,118 mp utili,125.000 EUR + TVA,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina) "
V0C00HKT2U8," Garsoniera spatioasa, decomandata, 41mp, et. 9/10 zona dna Ghica / Colentina ",o cameră,41 mp utili,42.500 EUR,"Bucuresti, Sector 2, zona Colentina "
76B00I5UGSL," Apartament 2 camere, Soseaua Berceni, 3 minute de metrou ",2 camere,62 mp utili,53.500 EUR,"Bucuresti, Sector 4, zona Berceni "
85O00I6LG6O, Titan Auchan 3 camere. ,3 camere,70 mp utili,75.300 EUR,"Bucuresti, Sector 3, zona Titan "
78O00I6R5KK, Apartament 2 camere zona Piata Sudului - 71 mp ,2 camere,71 mp utili,75.000 EUR,"Bucuresti, Sector 4, zona Berceni "
A2I00I68RNR, Preturi Promotionale 2 -3 camere-Metrou Pacii-Militari ,2 camere,62 mp utili,61.500 EUR,"Bucuresti, Sector 6, zona Militari "
56500H90O55," VANZARE APARTAMENT DECOMANDAT, 2 CAMERE-51,05 MP ",2 camere,Etaj 2,51.500 EUR,"Bucuresti, Sector 4, zona Berceni "
9UQ00I205OK, 2 CAMERE 70 MP ,2 camere,70 mp utili,59.000 EUR,"Bucuresti, zona Prelungirea Ghencea (Ghencea) "
A2I00I6R7R0, Garsoniera - Decomandata - Ozana - Theodor Pallady  ,o cameră,40.35 mp utili,40.350 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
80C00HNU1T3, Aviatiei LIDL ,2 camere,62.67 mp utili,99.500 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
85O00I6J5LF," Titan-Th.Pallady, 2 camere, 56.7 mp, bloc nou, predare august 2018 ",2 camere,2 cam,53.800 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
7Q110000153," Apartament 2 cam,Bloc Nou,51mp utili,decomandat,Zona Lidl Uverturii ",2 camere,51.04 mp utili,40.850 EUR,"Bucuresti, zona Militari "
55I00HTRMES, NEOFORT 65-AP 2 CAMERE-DECOMANDAT-BUCATARIE INCHISA - SOS FUNDENI STRADAL ,2 camere,48.65 mp utili,45.175 EUR + TVA,"Bucuresti, Sector 2, zona Fundeni (Colentina) "
4J300GH6PO9, Apartament cu 4 camere Vivenda Residencias-Faza III ,4 camere,80 mp utili,95.137 EUR + TVA,"Bucuresti, Sector 2, zona Basarabia (Titan) "
2F71000FN2M," Kalinka Residence - Penthouse de LUX,sigur pe etaj,vedere panoramica Kiseleff ",5 camere,194 mp utili,1.200.000 EUR + TVA,"Bucuresti, zona Kiseleff "
7SI00I6DFUS, 3 camere ***200m Metrou***FINALIZAT*** ,3 camere,68 mp utili,83.000 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
A2I00I68QHA, Apartament 2 camere-Pacii-Pret Promotional! ,2 camere,62 mp utili,77.375 EUR,"Bucuresti, Sector 6, zona Militari "
9S710000EPE, Apartament 3 camere - Banu Manta - Titulescu - Petru Rares 12 - A0503 ,3 camere,72.5 mp utili,142.030 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
V0C00HOS0DG," Militari, METROU Lujerului Cora, bloc nou vanzare apartament 2 camere decomandat ",2 camere,51 mp utili,73.000 EUR,"Bucuresti, Sector 6, zona Lujerului (Militari) "
9R900I6S9MK, |CORTINA ACADEMY|Noul proiect al dezvoltatorului Cortina Residence|Comision 0%| ,2 camere,60.95 mp utili,130.914 EUR + TVA,"Bucuresti, Sector 6, zona Cotroceni "
38B1000998J, Apartament de vanzare Baneasa ,3 camere,75 mp utili,127.000 EUR,"Bucuresti, zona Baneasa "
78O00I2V7Q7," Berceni, Bloc Nou, Garsoniera 33MP utili. ",o cameră,33 mp utili,34.000 EUR,"Bucuresti, Sector 4, zona Berceni "
78O00I6QJFA, Aparatorii Patriei 2 camere spatios la 3 minute de metrou sau Spiru Haret ,2 camere,2 cam,64.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
76B00I4HHU8, 2 CAMERE DECOMANDAT - Bloc NOU ,2 camere,67 mp utili,90.000 EUR + TVA,"Bucuresti, Sector 2, zona Pache Protopopescu (Ferdinand) "
4P400I759F6," Exclusivitate: 1 Mai – Ion Mihalache, 3 camere ",3 camere,94 mp utili,155.000 EUR + TVA,"Bucuresti, zona 1 Mai "
80T00I4PU9L, Apartament 3 camere / 2 bai - Aparatorii Patriei - PROMOTIE ! ,3 camere,80.36 mp utili,75.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
A4L00I60G3N, Apartament Bloc NOU - Direct dezvoltator ,2 camere,50 mp utili,40.572 EUR + TVA,"Bucuresti, Sector 5, zona Antiaeriana (Rahova) "
7VI00HIDH01, STUDIO ZONA POLITEHNICA  ,2 camere,47.6 mp utili,82.200 EUR + TVA,"Bucuresti, Sector 6, zona Politehnica (Militari) "
98200H54MIB, APARTAMENT 3 CAMERE ,3 camere,65 mp utili,57.500 EUR,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
6581000UGPB, Apartament 3 camere Drumul Taberei renovat - loc de parcare la ADP ,3 camere,65 mp utili,68.000 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
8ST00HM976I, Apartament cu 3 camere modern in ansamblu nou Berceni-64k ,3 camere,66 mp utili,64.000 EUR,"Bucuresti, Sector 4, zona Berceni "
7QH00I75RGR, Apartament 5 Camere Baneasa -Sisesti ,5 camere,129 mp utili,178.000 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
80U00HKEL06, 2 camere - Berceni - Aparatorii Patriei ,2 camere,2 cam,29.900 EUR,"Bucuresti, Sector 4, zona Sud "
80T00I5U5C5, Aparrtament 2 camere: 56 mp / Bloc nou - 5 minute: Metrou ,2 camere,56 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
9S710000BEO, Cotroceni-apartament cu 3 camere-in vila ,3 camere,66 mp utili,89.500 EUR,"Bucuresti, zona Cotroceni "
8M600I6DN7G," Apartament 3 camere metrou Aparartorii Patriei, Locul de parcare GRATUIT ",3 camere,3 cam,83.800 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8VF00GQO18E, Latin Residence - Ap. 2 camere - Birou Dezvoltator - Bloc 2018 ,2 camere,61.81 mp utili,48.000 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
55I00HOJ5T6, Neofort 57 - Bloc Nou Predare Luna Aprilie 2018 Apartament 3 Camere ,3 camere,148.35 mp utili,200.541 EUR + TVA,"Bucuresti, Sector 2, zona Calea Calarasilor "
78O00I6TBH9," Metrou 5 minute, 2 camere, Prima Casa ",2 camere,59 mp utili,58.000 EUR,"Bucuresti, Sector 4, zona Berceni "
7S3100000K2, 2 Camere Militari Pacii Metrou 2 bai 70mp construit La Cheie constructie 20.. ,2 camere,55 mp utili,54.900 EUR,"Bucuresti, zona Militari "
5LL100003U0, Apartament 3 camere PREMIUM Prelungirea Ghencea Valea Oltului BLOC NOU ,3 camere,65 mp utili,59.000 EUR,"Bucuresti, zona Drumul Taberei "
8VV100000JK, Vanzare apartament cu 3 camere Berceni - P-ta Sudului - Oltenitei ,3 camere,66 mp utili,69.900 EUR,"Bucuresti, zona Berceni "
6GF00H3QE2D, Vanzare apartament 2 camere Decebal Boutique Apartments ,2 camere,50 mp utili,120.000 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
9F900I75LI8, PROMO Apartament 3 Cam 81mp - Sos Berceni - 6min Metrou ,3 camere,81 mp utili,73.990 EUR,"Bucuresti, Sector 4, zona Berceni "
9LG00I62SST," Ap. 3 camere, aerisit, incapator, la 10 minute de metrou 1 Decembrie ",3 camere,73.3 mp utili,73.300 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
V0D00I6DSC9, Apartament de lux situat in nordul Bucurestiului ,4 camere,187 mp utili,380.000 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
76F00I6G398," Berceni-metrou, Apartament 2 camere - bloc nou - PRIMA CASA! ",2 camere,55 mp utili,47.500 EUR,"Bucuresti, Sector 4, zona Berceni "
91K00HK1VGF, Piata Victoriei - Apart Hotel ,5 camere,113 mp utili,155.000 EUR,"Bucuresti, Sector 1, zona P-ta Victoriei (Ultracentral) "
3RN00I5TO5E, Apartament de vanzare 4 camere in zona Turda - Ion Mihalache ,4 camere,90 mp utili,129.000 EUR,"Bucuresti, Sector 1, zona Turda (1 Mai) "
9JS10000B4N, 90.000 euro // 2 camere de vanzare // Imobil Nou // Tunari-Dacia. ,2 camere,50 mp utili,90.000 EUR,"Bucuresti, zona Dacia "
9F900I6RDDA, Ap 2 camere- 6 minute metrou- Bloc NOU  ,2 camere,56 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Berceni "
A1L00I6VUT9, [ Berceni ] Apartament 2 camere - Metrou Dimitire Leonida ,2 camere,50 mp utili,44.900 EUR,"Bucuresti, Sector 4, zona Berceni "
2G71000ATHE, La 2 min. de Piata Victoriei apartament cu 2 camere de vanzare ,2 camere,45 mp utili,100.000 EUR + TVA,"Bucuresti, zona Calea Victoriei (Ultracentral) "
V0D00I6UE7R, Apartament 3 camere Panduri/13 Septembrie ,3 camere,74 mp utili,109.900 EUR,"Bucuresti, Sector 5, zona 13 Septembrie "
9F900I6U6AK, PROMO Ap 3 Camere Noi + Prima Casa Titan Metrou 1 Dec ,3 camere,91 mp utili,70.200 EUR,"Bucuresti, Sector 3, zona Titan "
A1L00I6VUAD, [CREDIT IPOTECAR] Apartament 2 camere tip studio - 51mp - Metrou 200metri ,2 camere,51 mp utili,42.655 EUR,"Bucuresti, Sector 4, zona Berceni "
9OV00I6TE29, Parc Tineretului garsoniera  ,o cameră,35 mp utili,57.000 EUR,"Bucuresti, Sector 4, zona Tineretului "
7SI00HTJPD9," 1 minut metrou, apartament cu 2 camere in bloc nou, decomandat, 57mp utili ",2 camere,57 mp utili,73.500 EUR,"Bucuresti, Sector 6, zona Militari "
A2I00I56EOM, PROIECT NOU! Gema Residence II - 5 minute de Metrou Pacii ,2 camere,57.95 mp utili,57.500 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
3FA1000FDAU," Apartament la cheie in Complexul Rose Garden, et.9/11 ",2 camere,44 mp utili,65.900 EUR,"Bucuresti, zona Colentina "
5LL100003IM," Comision 0 %, Drumul Taberei, Materna, renovat complet 2018 ",2 camere,51 mp utili,47.000 EUR,"Bucuresti, zona Drumul Taberei "
80U00HGG1QD," 3 camere 88 mp utili,balcon inchis,bloc nou,Metrou-Berceni 2 min ",3 camere,88 mp utili,75.000 EUR,"Bucuresti, Sector 4, zona Berceni "
5FQ00DKDU5S, Apartament cu 3 camera langa padurea Baneasa ,3 camere,86 mp utili,63.000 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
3T300I709I1, Apartament 3 camere decomandat de vanzare Basarabia-Chisinau ! ,3 camere,65 mp utili,70.000 EUR,"Bucuresti, Sector 2, zona Basarabia (Titan) "
8LV109CUQ44, Iancului metrou ,o cameră,33 mp utili,46.000 EUR,"Bucuresti, Sector 2, zona Iancului "
